land_cover_land1_sea0_surface , soil_porosity_surface 1.0
categorical_snow_yes1_no0_surface , temperature_surface -0.21268843114376068
temperature_surface , categorical_snow_yes1_no0_surface -0.21268843114376068
snow_cover_surface , convective_available_potential_energy_surface -0.2127891629934311
convective_available_potential_energy_surface , snow_cover_surface -0.2127891629934311
friction_velocity_surface , precipitable_water_entire_atmosphere -0.2129760980606079
precipitable_water_entire_atmosphere , friction_velocity_surface -0.2129760980606079
geopotential_height_zerodegc_isotherm , wilting_point_surface -0.21379372477531433
geopotential_height_zerodegc_isotherm , direct_evaporation_cease_soil_moisture_surface -0.21379372477531433
wilting_point_surface , geopotential_height_zerodegc_isotherm -0.21379372477531433
direct_evaporation_cease_soil_moisture_surface , geopotential_height_zerodegc_isotherm -0.21379372477531433
convective_available_potential_energy_surface , u-component_of_wind_pblri -0.21568816900253296
u-component_of_wind_pblri , convective_available_potential_energy_surface -0.21568816900253296
surface_roughness_surface , precipitable_water_entire_atmosphere -0.21617884933948517
precipitable_water_entire_atmosphere , surface_roughness_surface -0.21617884933948517
albedo_surface , convective_available_potential_energy_surface -0.2166365683078766
convective_available_potential_energy_surface , albedo_surface -0.2166365683078766
surface_wind_gust_surface , mean_sea_level_pressure_nam_model_reduction_msl -0.2176884561777115
mean_sea_level_pressure_nam_model_reduction_msl , surface_wind_gust_surface -0.2176884561777115
number_of_soil_layers_in_root_zone_surface , convective_available_potential_energy_surface -0.2185223400592804
convective_available_potential_energy_surface , number_of_soil_layers_in_root_zone_surface -0.2185223400592804
land_cover_land1_sea0_surface , convective_available_potential_energy_surface -0.21886327862739563
soil_porosity_surface , convective_available_potential_energy_surface -0.21886327862739563
convective_available_potential_energy_surface , land_cover_land1_sea0_surface -0.21886327862739563
convective_available_potential_energy_surface , soil_porosity_surface -0.21886327862739563
upward_long_wave_rad_flux_surface , plant_canopy_surface_water_surface -0.22104331851005554
plant_canopy_surface_water_surface , upward_long_wave_rad_flux_surface -0.22104331851005554
pressure_maximum_wind , precipitable_water_entire_atmosphere -0.22200168669223785
precipitable_water_entire_atmosphere , pressure_maximum_wind -0.22200168669223785
maximumcomposite_radar_reflectivity_entire_atmosphere , mean_sea_level_pressure_nam_model_reduction_msl -0.22246265411376953
mean_sea_level_pressure_nam_model_reduction_msl , maximumcomposite_radar_reflectivity_entire_atmosphere -0.22246265411376953
relative_humidity_zerodegc_isotherm , downward_long_wave_rad_flux_surface -0.2254456877708435
downward_long_wave_rad_flux_surface , relative_humidity_zerodegc_isotherm -0.2254456877708435
geopotential_height_zerodegc_isotherm , u-component_of_wind_maximum_wind -0.22755727171897888
u-component_of_wind_maximum_wind , geopotential_height_zerodegc_isotherm -0.22755727171897888
geopotential_height_lltw , number_of_soil_layers_in_root_zone_surface -0.22773610055446625
number_of_soil_layers_in_root_zone_surface , geopotential_height_lltw -0.22773610055446625
upward_long_wave_rad_flux_surface , pressure_maximum_wind -0.22907909750938416
pressure_maximum_wind , upward_long_wave_rad_flux_surface -0.22907909750938416
downward_long_wave_rad_flux_surface , latent_heat_net_flux_surface -0.23003751039505005
latent_heat_net_flux_surface , downward_long_wave_rad_flux_surface -0.23003751039505005
ice_cover_ice1_no_ice0_surface , downward_long_wave_rad_flux_surface -0.2303461879491806
downward_long_wave_rad_flux_surface , ice_cover_ice1_no_ice0_surface -0.2303461879491806
sensible_heat_net_flux_surface , downward_long_wave_rad_flux_surface -0.23055192828178406
downward_long_wave_rad_flux_surface , sensible_heat_net_flux_surface -0.23055192828178406
water_equiv_of_accum_snow_depth_surface , visibility_surface -0.2313082069158554
visibility_surface , water_equiv_of_accum_snow_depth_surface -0.2313082069158554
temperature_surface , pressure_maximum_wind -0.23266269266605377
pressure_maximum_wind , temperature_surface -0.23266269266605377
surface_wind_gust_surface , soil_type_as_in_zobler_surface -0.23869043588638306
soil_type_as_in_zobler_surface , surface_wind_gust_surface -0.23869043588638306
pressure_reduced_to_msl_msl , maximumcomposite_radar_reflectivity_entire_atmosphere -0.2388467639684677
maximumcomposite_radar_reflectivity_entire_atmosphere , pressure_reduced_to_msl_msl -0.2388467639684677
plant_canopy_surface_water_surface , temperature_surface -0.24097909033298492
temperature_surface , plant_canopy_surface_water_surface -0.24097909033298492
surface_wind_gust_surface , geopotential_height_surface -0.24127493798732758
geopotential_height_surface , surface_wind_gust_surface -0.24127493798732758
ice_cover_ice1_no_ice0_surface , geopotential_height_zerodegc_isotherm -0.24159415066242218
geopotential_height_zerodegc_isotherm , ice_cover_ice1_no_ice0_surface -0.24159415066242218
vegitation_type_as_in_sib_surface , precipitable_water_entire_atmosphere -0.24239720404148102
precipitable_water_entire_atmosphere , vegitation_type_as_in_sib_surface -0.24239720404148102
plant_canopy_surface_water_surface , geopotential_height_zerodegc_isotherm -0.24273647367954254
geopotential_height_zerodegc_isotherm , plant_canopy_surface_water_surface -0.24273647367954254
geopotential_height_zerodegc_isotherm , surface_roughness_surface -0.24434740841388702
surface_roughness_surface , geopotential_height_zerodegc_isotherm -0.24434740841388702
geopotential_height_lltw , pressure_maximum_wind -0.24585849046707153
pressure_maximum_wind , geopotential_height_lltw -0.24585849046707153
soil_type_as_in_zobler_surface , temperature_surface -0.24796916544437408
temperature_surface , soil_type_as_in_zobler_surface -0.24796916544437408
pressure_reduced_to_msl_msl , surface_wind_gust_surface -0.24836961925029755
surface_wind_gust_surface , pressure_reduced_to_msl_msl -0.24836961925029755
temperature_surface , surface_roughness_surface -0.24966339766979218
surface_roughness_surface , temperature_surface -0.24966339766979218
surface_wind_gust_surface , wilting_point_surface -0.250363290309906
surface_wind_gust_surface , direct_evaporation_cease_soil_moisture_surface -0.250363290309906
wilting_point_surface , surface_wind_gust_surface -0.250363290309906
direct_evaporation_cease_soil_moisture_surface , surface_wind_gust_surface -0.250363290309906
surface_wind_gust_surface , vegetation_surface -0.2515013813972473
vegetation_surface , surface_wind_gust_surface -0.2515013813972473
upward_long_wave_rad_flux_surface , transpiration_stress-onset_soil_moisture_surface -0.25200125575065613
transpiration_stress-onset_soil_moisture_surface , upward_long_wave_rad_flux_surface -0.25200125575065613
vegitation_type_as_in_sib_surface , temperature_surface -0.25520437955856323
temperature_surface , vegitation_type_as_in_sib_surface -0.25520437955856323
visibility_surface , pressure_tropopause -0.25562387704849243
pressure_tropopause , visibility_surface -0.25562387704849243
water_equiv_of_accum_snow_depth_surface , precipitable_water_entire_atmosphere -0.25710752606391907
precipitable_water_entire_atmosphere , water_equiv_of_accum_snow_depth_surface -0.25710752606391907
u-component_of_wind_tropopause , temperature_surface -0.25747668743133545
temperature_surface , u-component_of_wind_tropopause -0.25747668743133545
u-component_of_wind_tropopause , upward_long_wave_rad_flux_surface -0.25866320729255676
upward_long_wave_rad_flux_surface , u-component_of_wind_tropopause -0.25866320729255676
downward_long_wave_rad_flux_surface , surface_roughness_surface -0.260489284992218
surface_roughness_surface , downward_long_wave_rad_flux_surface -0.260489284992218
upward_long_wave_rad_flux_surface , u-component_of_wind_pblri -0.26097792387008667
u-component_of_wind_pblri , upward_long_wave_rad_flux_surface -0.26097792387008667
categorical_snow_yes1_no0_surface , geopotential_height_zerodegc_isotherm -0.2609894275665283
geopotential_height_zerodegc_isotherm , categorical_snow_yes1_no0_surface -0.2609894275665283
soil_type_as_in_zobler_surface , precipitable_water_entire_atmosphere -0.2616417109966278
precipitable_water_entire_atmosphere , soil_type_as_in_zobler_surface -0.2616417109966278
upward_long_wave_rad_flux_surface , land_cover_land1_sea0_surface -0.26174160838127136
upward_long_wave_rad_flux_surface , soil_porosity_surface -0.26174160838127136
land_cover_land1_sea0_surface , upward_long_wave_rad_flux_surface -0.26174160838127136
soil_porosity_surface , upward_long_wave_rad_flux_surface -0.26174160838127136
visibility_surface , snow_depth_surface -0.26279428601264954
snow_depth_surface , visibility_surface -0.26279428601264954
upward_long_wave_rad_flux_surface , latent_heat_net_flux_surface -0.266502320766449
latent_heat_net_flux_surface , upward_long_wave_rad_flux_surface -0.266502320766449
sensible_heat_net_flux_surface , upward_long_wave_rad_flux_surface -0.26693472266197205
upward_long_wave_rad_flux_surface , sensible_heat_net_flux_surface -0.26693472266197205
u-component_of_wind_maximum_wind , precipitable_water_entire_atmosphere -0.26874372363090515
precipitable_water_entire_atmosphere , u-component_of_wind_maximum_wind -0.26874372363090515
friction_velocity_surface , geopotential_height_zerodegc_isotherm -0.2692134976387024
geopotential_height_zerodegc_isotherm , friction_velocity_surface -0.2692134976387024
u-component_of_wind_tropopause , downward_long_wave_rad_flux_surface -0.2698821723461151
downward_long_wave_rad_flux_surface , u-component_of_wind_tropopause -0.2698821723461151
number_of_soil_layers_in_root_zone_surface , surface_wind_gust_surface -0.2708679139614105
surface_wind_gust_surface , number_of_soil_layers_in_root_zone_surface -0.2708679139614105
transpiration_stress-onset_soil_moisture_surface , geopotential_height_zerodegc_isotherm -0.27256375551223755
geopotential_height_zerodegc_isotherm , transpiration_stress-onset_soil_moisture_surface -0.27256375551223755
number_of_soil_layers_in_root_zone_surface , upward_long_wave_rad_flux_surface -0.27270039916038513
upward_long_wave_rad_flux_surface , number_of_soil_layers_in_root_zone_surface -0.27270039916038513
temperature_surface , wilting_point_surface -0.27326834201812744
temperature_surface , direct_evaporation_cease_soil_moisture_surface -0.27326834201812744
wilting_point_surface , temperature_surface -0.27326834201812744
direct_evaporation_cease_soil_moisture_surface , temperature_surface -0.27326834201812744
temperature_surface , u-component_of_wind_pblri -0.27331024408340454
u-component_of_wind_pblri , temperature_surface -0.27331024408340454
geopotential_height_lltw , u-component_of_wind_tropopause -0.2735263705253601
u-component_of_wind_tropopause , geopotential_height_lltw -0.2735263705253601
surface_wind_gust_surface , transpiration_stress-onset_soil_moisture_surface -0.27392420172691345
transpiration_stress-onset_soil_moisture_surface , surface_wind_gust_surface -0.27392420172691345
surface_wind_gust_surface , land_cover_land1_sea0_surface -0.27489596605300903
surface_wind_gust_surface , soil_porosity_surface -0.27489596605300903
land_cover_land1_sea0_surface , surface_wind_gust_surface -0.27489596605300903
soil_porosity_surface , surface_wind_gust_surface -0.27489596605300903
visibility_surface , albedo_surface -0.2761995494365692
albedo_surface , visibility_surface -0.2761995494365692
geopotential_height_lltw , u-component_of_wind_pblri -0.27840185165405273
u-component_of_wind_pblri , geopotential_height_lltw -0.27840185165405273
convective_available_potential_energy_surface , u-component_of_wind_maximum_wind -0.27913373708724976
u-component_of_wind_maximum_wind , convective_available_potential_energy_surface -0.27913373708724976
wilting_point_surface , precipitable_water_entire_atmosphere -0.2796527147293091
precipitable_water_entire_atmosphere , wilting_point_surface -0.2796527147293091
precipitable_water_entire_atmosphere , direct_evaporation_cease_soil_moisture_surface -0.2796527147293091
direct_evaporation_cease_soil_moisture_surface , precipitable_water_entire_atmosphere -0.2796527147293091
upward_long_wave_rad_flux_surface , ice_cover_ice1_no_ice0_surface -0.28114885091781616
ice_cover_ice1_no_ice0_surface , upward_long_wave_rad_flux_surface -0.28114885091781616
visibility_surface , lightning_surface -0.2813030481338501
lightning_surface , visibility_surface -0.2813030481338501
land_cover_land1_sea0_surface , geopotential_height_zerodegc_isotherm -0.2824912965297699
soil_porosity_surface , geopotential_height_zerodegc_isotherm -0.2824912965297699
geopotential_height_zerodegc_isotherm , land_cover_land1_sea0_surface -0.2824912965297699
geopotential_height_zerodegc_isotherm , soil_porosity_surface -0.2824912965297699
vegitation_type_as_in_sib_surface , downward_long_wave_rad_flux_surface -0.2873411476612091
downward_long_wave_rad_flux_surface , vegitation_type_as_in_sib_surface -0.2873411476612091
pressure_surface , plant_canopy_surface_water_surface -0.2891463339328766
plant_canopy_surface_water_surface , pressure_surface -0.2891463339328766
